dense,moe,thick,reinf_ring,hoop,drumhead,tune_att,tune_res,RMS,Spectral Flatness,ZCR,Spectral Kurtosis,Spectral Entropy,Spectral Slope,Inharmonicity,Effective Duration,name_file,wood,f0,hoop_top_thickness_mm,hoop_material_density_kg_m3,hoop_effective_thickness_mm,batter_film_total_mil,batter_control_ring_mil,batter_effective_total_mil,batter_is_coated_proxy,batter_dry_vents_proxy,batter_damping_proxy,config_id,wood_acoustic_velocity_m_s,wood_acoustic_impedance_rayl
530,9.31647,8.5,False,STEEL,SIMPLE,85,70,-0.3668543738227234,0.8955212430417429,0.7829666451856421,-0.2644087438418783,0.074275555597212,-0.4185336747520451,1.3034230510173803,-0.3749999999999999,0069.wav,teca,172.266,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,85,80,-0.0001933752547994,0.7571250390461636,0.4031610927993773,-0.2764223802560832,-0.2605142919510801,-0.5020580400860969,0.4699179662615001,-0.875,0070.wav,teca,193.421,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,85,85,-0.104731009120809,0.4868015840292294,0.4657010878658069,-0.2833602295688558,-0.2070884306403679,-0.5657300919139598,0.2691244794197452,-0.9107142857142856,0071.wav,teca,210.0,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,80,85,-0.2510661157392628,0.8476411436192771,0.8185947802464174,-0.2432222005486112,0.1177687713435459,-0.3561407777458679,1.010038505677739,-0.6249999999999999,0072.wav,teca,186.864,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,70,85,-0.1841547731014582,0.8778714885704343,0.3902544396496714,-0.0197578566040967,-0.0734937133474719,0.3053580408177516,0.8801040902109751,1.232142857142857,0073.wav,teca,210.0,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,60,85,0.2819565771406125,0.1692435726016358,0.3398255933249788,0.2799268810752545,0.505792926111551,0.6596705420546711,0.1084189456437073,0.482142857142857,0074.wav,teca,183.75,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,60,80,1.143595512455166,2.661061182732405,1.9565448952653508,1.6338420556774458,0.952845432302104,0.6597630431215288,1.4192765041241022,0.5535714285714286,0075.wav,teca,150.0,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,60,70,1.310393890460685,-0.0662164855839201,-0.3525915450147716,1.0590402472523404,-0.2230315661315868,0.210925434227453,-0.6157447043052529,0.1607142857142855,0076.wav,teca,128.198,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,70,70,1.951664874483204,-0.0391510957696041,-0.229937753132975,1.8825206984739304,0.2752551869903161,0.4867460959798174,-0.3347693919960045,0.4107142857142855,0077.wav,teca,140.446,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,70,80,0.0008527111897858,-0.0100996664838913,0.0645522063296716,-0.062750513487791,0.1056686195166722,-0.0229638512227601,-0.2767343266733835,-0.6249999999999999,0078.wav,teca,156.383,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
530,9.31647,8.5,False,STEEL,SIMPLE,80,80,0.0973100764656988,1.0220178537242184,1.0519247012687032,-0.1972880142648774,0.3943755409997,-0.4650615867931883,0.6701084929021035,-0.8035714285714285,0079.wav,teca,183.75,2.3,7850.0,2.3,15.0,0.0,15.0,0.0,0.0,0.0,2,132.5829750873726,70268.97679630748
